NUMERO;COD_LUGAR_ORIGEN;COD_LUGAR_DESTINO;FECHA_MOVIMIENTO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD
1634952;4115;6375;TO_DATE('2013-09-08','YYYY-MM-DD');60;10;3;
8932532;4115;5415;TO_DATE('2013-09-08','YYYY-MM-DD');57;9;9;
6679359;4115;5356;TO_DATE('2013-09-08','YYYY-MM-DD');57;9;7;
9271908;4115;5121;TO_DATE('2013-09-20','YYYY-MM-DD');57;9;7;
4024450;1865;5493;TO_DATE('2013-10-19','YYYY-MM-DD');56;14;1;
5019516;1865;6084;TO_DATE('2013-10-15','YYYY-MM-DD');56;14;3;
57217;1865;5987;TO_DATE('2013-10-14','YYYY-MM-DD');63;23;8;
6792921;1865;5297;TO_DATE('2013-10-18','YYYY-MM-DD');56;14;7;
9762088;482;6217;TO_DATE('2013-10-19','YYYY-MM-DD');65;19;4;
2548555;482;5892;TO_DATE('2013-10-21','YYYY-MM-DD');59;30;10;
7252943;482;6435;TO_DATE('2013-10-18','YYYY-MM-DD');59;30;2;
9452484;482;4770;TO_DATE('2013-10-18','YYYY-MM-DD');61;15;6;
2482803;482;5993;TO_DATE('2013-10-24','YYYY-MM-DD');61;15;6;
1761477;2623;4657;TO_DATE('2013-10-04','YYYY-MM-DD');35;12;8;
1222635;2623;6020;TO_DATE('2013-09-30','YYYY-MM-DD');35;12;5;
7335074;2623;4829;TO_DATE('2013-09-30','YYYY-MM-DD');50;26;5;
4762795;2623;5927;TO_DATE('2013-09-26','YYYY-MM-DD');16;13;6;
2344791;2623;4976;TO_DATE('2013-10-08','YYYY-MM-DD');50;26;2;
5537804;2623;4567;TO_DATE('2013-10-08','YYYY-MM-DD');50;26;7;
7847650;2623;5536;TO_DATE('2013-09-28','YYYY-MM-DD');10;16;1;
4883740;2623;4582;TO_DATE('2013-09-30','YYYY-MM-DD');16;13;1;
5754133;2623;6178;TO_DATE('2013-10-06','YYYY-MM-DD');33;13;8;
2471846;2623;6322;TO_DATE('2013-09-28','YYYY-MM-DD');35;12;6;
1930423;2208;5490;TO_DATE('2013-11-10','YYYY-MM-DD');71;7;5;
1490023;2208;6000;TO_DATE('2013-11-07','YYYY-MM-DD');71;7;5;
4333219;2208;6381;TO_DATE('2013-11-02','YYYY-MM-DD');70;4;7;
415355;4002;5935;TO_DATE('2014-04-03','YYYY-MM-DD');49;24;6;
985315;4002;5949;TO_DATE('2014-03-25','YYYY-MM-DD');49;24;1;
4126215;533;5648;TO_DATE('2013-12-13','YYYY-MM-DD');15;11;9;
2678764;533;4557;TO_DATE('2013-12-13','YYYY-MM-DD');15;11;8;
180085;3005;5391;TO_DATE('2013-10-03','YYYY-MM-DD');39;6;5;
9561113;3005;5507;TO_DATE('2013-09-25','YYYY-MM-DD');39;6;4;
7461200;3005;4817;TO_DATE('2013-10-02','YYYY-MM-DD');46;7;9;
4763378;3005;5415;TO_DATE('2013-09-24','YYYY-MM-DD');66;3;6;
2725500;3005;4963;TO_DATE('2013-09-30','YYYY-MM-DD');71;9;4;
5770341;3039;6188;TO_DATE('2014-04-30','YYYY-MM-DD');26;12;4;
4556981;3039;5306;TO_DATE('2014-04-20','YYYY-MM-DD');11;14;5;
5576280;3039;4918;TO_DATE('2014-04-23','YYYY-MM-DD');26;12;9;
4272460;3039;4847;TO_DATE('2014-04-21','YYYY-MM-DD');3;18;1;
3082732;3039;5726;TO_DATE('2014-04-22','YYYY-MM-DD');26;12;8;
1627602;3039;6331;TO_DATE('2014-04-16','YYYY-MM-DD');26;12;7;
9189244;3526;5290;TO_DATE('2013-12-17','YYYY-MM-DD');21;1;6;
1697205;3526;5394;TO_DATE('2013-12-19','YYYY-MM-DD');14;2;2;
1193730;3526;4598;TO_DATE('2013-12-18','YYYY-MM-DD');57;9;5;
3141279;3526;5793;TO_DATE('2013-12-18','YYYY-MM-DD');21;1;4;
3889292;3526;5006;TO_DATE('2013-12-27','YYYY-MM-DD');29;6;10;
7111042;3526;5495;TO_DATE('2013-12-17','YYYY-MM-DD');29;6;6;
327126;2152;5685;TO_DATE('2013-07-17','YYYY-MM-DD');62;27;10;
3297085;2152;4557;TO_DATE('2013-07-14','YYYY-MM-DD');62;27;9;
9698981;2152;6391;TO_DATE('2013-07-22','YYYY-MM-DD');57;11;1;
3205423;2152;5820;TO_DATE('2013-07-14','YYYY-MM-DD');57;11;4;
1262294;136;5086;TO_DATE('2013-07-20','YYYY-MM-DD');57;11;3;
8861781;4091;5641;TO_DATE('2014-02-08','YYYY-MM-DD');44;16;4;
3623923;4091;6497;TO_DATE('2014-02-09','YYYY-MM-DD');29;16;5;
5347656;4091;4502;TO_DATE('2014-02-09','YYYY-MM-DD');44;16;10;
4403121;4091;4824;TO_DATE('2014-01-29','YYYY-MM-DD');38;26;10;
425204;4091;4777;TO_DATE('2014-02-08','YYYY-MM-DD');29;16;10;
9760553;4091;6275;TO_DATE('2014-02-07','YYYY-MM-DD');44;16;3;
8576449;3900;4870;TO_DATE('2013-06-10','YYYY-MM-DD');62;14;5;
6476372;2768;4818;TO_DATE('2013-06-08','YYYY-MM-DD');62;14;4;
9180966;821;5701;TO_DATE('2013-12-13','YYYY-MM-DD');33;16;6;
7127295;3922;5197;TO_DATE('2014-03-04','YYYY-MM-DD');29;19;1;
9381791;3348;6234;TO_DATE('2013-12-26','YYYY-MM-DD');3;18;10;
9295579;1802;4806;TO_DATE('2014-03-31','YYYY-MM-DD');72;1;10;
48029;1802;5643;TO_DATE('2014-03-18','YYYY-MM-DD');67;8;5;
2468652;784;6482;TO_DATE('2013-06-07','YYYY-MM-DD');37;11;8;
709143;784;5541;TO_DATE('2013-06-01','YYYY-MM-DD');34;27;9;
8599619;784;4527;TO_DATE('2013-06-06','YYYY-MM-DD');61;29;10;
2577378;784;5180;TO_DATE('2013-05-29','YYYY-MM-DD');34;27;3;
8440407;784;4667;TO_DATE('2013-06-06','YYYY-MM-DD');34;27;5;
739832;784;6359;TO_DATE('2013-06-03','YYYY-MM-DD');37;11;10;
758894;687;4664;TO_DATE('2013-12-29','YYYY-MM-DD');17;30;10;
2297752;999;6467;TO_DATE('2014-01-10','YYYY-MM-DD');20;18;8;
7065844;999;4782;TO_DATE('2014-01-14','YYYY-MM-DD');20;18;5;
3901495;999;5498;TO_DATE('2014-01-12','YYYY-MM-DD');14;14;10;
3039322;999;4935;TO_DATE('2014-01-14','YYYY-MM-DD');14;14;9;
7346007;999;5768;TO_DATE('2014-01-17','YYYY-MM-DD');14;14;9;
2655942;1367;4951;TO_DATE('2014-01-19','YYYY-MM-DD');20;18;7;
9415354;1367;4648;TO_DATE('2014-01-21','YYYY-MM-DD');14;14;8;
9566890;1367;5520;TO_DATE('2014-01-19','YYYY-MM-DD');37;22;10;
3983190;430;5515;TO_DATE('2013-05-04','YYYY-MM-DD');46;11;3;
4797637;1616;4629;TO_DATE('2014-01-26','YYYY-MM-DD');1;12;10;
7184837;1616;5306;TO_DATE('2014-01-30','YYYY-MM-DD');63;13;4;
9788442;2858;5222;TO_DATE('2013-09-28','YYYY-MM-DD');39;23;5;
5453345;2858;6063;TO_DATE('2013-09-27','YYYY-MM-DD');39;23;7;
4696955;2858;6474;TO_DATE('2013-09-21','YYYY-MM-DD');39;23;6;
6162279;3661;5413;TO_DATE('2014-01-01','YYYY-MM-DD');60;20;9;
4208805;3661;5636;TO_DATE('2013-12-27','YYYY-MM-DD');19;22;3;
8589080;3661;5044;TO_DATE('2013-12-21','YYYY-MM-DD');68;19;2;
4954410;3661;5408;TO_DATE('2013-12-21','YYYY-MM-DD');68;19;9;
3447265;3661;4948;TO_DATE('2013-12-20','YYYY-MM-DD');4;12;6;
5456881;3661;5806;TO_DATE('2013-12-20','YYYY-MM-DD');68;19;5;
8855532;3661;5564;TO_DATE('2013-12-23','YYYY-MM-DD');14;12;6;
6845752;1077;5129;TO_DATE('2014-01-28','YYYY-MM-DD');59;11;3;
8574358;1077;4793;TO_DATE('2014-01-26','YYYY-MM-DD');59;11;3;
5397166;194;6413;TO_DATE('2014-04-29','YYYY-MM-DD');52;12;1;
7145674;194;4992;TO_DATE('2014-04-21','YYYY-MM-DD');59;24;5;
7328019;194;5483;TO_DATE('2014-04-23','YYYY-MM-DD');52;12;5;
1889933;3323;6111;TO_DATE('2013-09-26','YYYY-MM-DD');7;16;2;
8326879;3323;4550;TO_DATE('2013-09-27','YYYY-MM-DD');7;16;6;
8228300;1910;6453;TO_DATE('2013-08-01','YYYY-MM-DD');25;12;9;
2847260;1910;5456;TO_DATE('2013-07-30','YYYY-MM-DD');25;12;2;
8296873;1310;5846;TO_DATE('2014-01-20','YYYY-MM-DD');6;16;6;
823678;1310;5026;TO_DATE('2014-01-20','YYYY-MM-DD');6;16;2;
9617226;2719;4507;TO_DATE('2014-04-22','YYYY-MM-DD');31;30;3;
8664861;2719;6399;TO_DATE('2014-04-25','YYYY-MM-DD');44;16;5;
2197420;2719;5404;TO_DATE('2014-04-22','YYYY-MM-DD');17;19;5;
4819688;2719;6118;TO_DATE('2014-04-26','YYYY-MM-DD');44;16;6;
3568516;2719;5451;TO_DATE('2014-04-26','YYYY-MM-DD');17;19;8;
9893942;2719;4976;TO_DATE('2014-04-21','YYYY-MM-DD');33;15;2;
8441482;2719;5899;TO_DATE('2014-04-20','YYYY-MM-DD');31;30;3;
407615;2719;5984;TO_DATE('2014-04-15','YYYY-MM-DD');44;16;9;
5042259;4370;4554;TO_DATE('2013-07-05','YYYY-MM-DD');58;26;7;
9501905;4370;5548;TO_DATE('2013-07-17','YYYY-MM-DD');58;26;8;
2068315;4370;4519;TO_DATE('2013-07-12','YYYY-MM-DD');58;26;3;
9770709;2152;6195;TO_DATE('2013-10-19','YYYY-MM-DD');66;15;3;
1611945;2152;6206;TO_DATE('2013-10-27','YYYY-MM-DD');66;15;3;
1073353;2046;5479;TO_DATE('2013-11-06','YYYY-MM-DD');70;7;6;
6546697;2208;4914;TO_DATE('2013-08-27','YYYY-MM-DD');70;9;2;
9248816;2208;5155;TO_DATE('2013-09-04','YYYY-MM-DD');70;9;7;
742307;775;5249;TO_DATE('2013-07-06','YYYY-MM-DD');4;25;5;
5532435;775;4785;TO_DATE('2013-06-28','YYYY-MM-DD');43;24;2;
2852116;775;5760;TO_DATE('2013-07-03','YYYY-MM-DD');20;17;2;
1735891;775;5060;TO_DATE('2013-07-03','YYYY-MM-DD');4;25;10;
4402972;775;5196;TO_DATE('2013-07-01','YYYY-MM-DD');20;17;3;
6585951;775;6363;TO_DATE('2013-07-07','YYYY-MM-DD');45;25;9;
9700661;775;4505;TO_DATE('2013-07-11','YYYY-MM-DD');4;25;2;
1710642;775;6402;TO_DATE('2013-07-04','YYYY-MM-DD');4;25;7;
2600922;749;6022;TO_DATE('2014-02-14','YYYY-MM-DD');68;5;10;
7523015;749;5991;TO_DATE('2014-02-08','YYYY-MM-DD');68;5;2;
2705800;749;6176;TO_DATE('2014-02-18','YYYY-MM-DD');70;8;2;
6347509;749;5370;TO_DATE('2014-02-14','YYYY-MM-DD');70;8;2;
5119649;749;5444;TO_DATE('2014-02-17','YYYY-MM-DD');70;8;9;
5712182;3652;5134;TO_DATE('2013-05-17','YYYY-MM-DD');70;10;9;
7159844;3652;4980;TO_DATE('2013-05-13','YYYY-MM-DD');72;8;1;
9167759;3652;4963;TO_DATE('2013-05-24','YYYY-MM-DD');70;10;5;
1218890;3652;5928;TO_DATE('2013-05-17','YYYY-MM-DD');67;5;6;
7085154;3652;5020;TO_DATE('2013-05-22','YYYY-MM-DD');67;5;6;
3683579;3652;4628;TO_DATE('2013-05-24','YYYY-MM-DD');70;10;8;
7258408;3652;5825;TO_DATE('2013-05-15','YYYY-MM-DD');68;3;9;
3037090;316;4863;TO_DATE('2014-01-14','YYYY-MM-DD');58;14;5;
5221137;3136;6314;TO_DATE('2014-04-14','YYYY-MM-DD');14;10;8;
3978221;3136;5682;TO_DATE('2014-04-09','YYYY-MM-DD');14;10;2;
7683660;3136;5290;TO_DATE('2014-04-10','YYYY-MM-DD');54;10;2;
6748284;3136;5300;TO_DATE('2014-04-07','YYYY-MM-DD');14;10;3;
8880775;1421;5665;TO_DATE('2013-12-25','YYYY-MM-DD');64;14;5;
7613582;1421;4953;TO_DATE('2013-12-30','YYYY-MM-DD');51;29;7;
3963651;1421;4919;TO_DATE('2013-12-16','YYYY-MM-DD');64;14;10;
7358311;1421;5170;TO_DATE('2013-12-25','YYYY-MM-DD');58;28;9;
1756644;1421;5449;TO_DATE('2013-12-27','YYYY-MM-DD');60;28;6;
5134916;1421;5447;TO_DATE('2013-12-18','YYYY-MM-DD');58;28;1;
4240610;3657;5366;TO_DATE('2013-05-19','YYYY-MM-DD');14;25;7;
7612463;3657;6433;TO_DATE('2013-05-19','YYYY-MM-DD');14;25;8;
6780271;3657;6405;TO_DATE('2013-05-31','YYYY-MM-DD');30;11;6;
3480657;3657;4695;TO_DATE('2013-05-28','YYYY-MM-DD');54;17;8;
852881;3657;5688;TO_DATE('2013-05-24','YYYY-MM-DD');68;12;8;
3362476;3657;4955;TO_DATE('2013-05-26','YYYY-MM-DD');14;25;6;
6149600;726;5834;TO_DATE('2013-12-24','YYYY-MM-DD');2;11;6;
2172528;726;6410;TO_DATE('2013-12-16','YYYY-MM-DD');2;11;8;
1715939;726;4757;TO_DATE('2013-12-17','YYYY-MM-DD');13;24;6;
7573324;726;6257;TO_DATE('2013-12-27','YYYY-MM-DD');28;14;2;
3660040;3892;5450;TO_DATE('2013-11-05','YYYY-MM-DD');62;19;6;
6489273;3892;5602;TO_DATE('2013-11-11','YYYY-MM-DD');62;19;2;
9836479;4271;6124;TO_DATE('2013-07-21','YYYY-MM-DD');41;9;5;
242976;4271;4846;TO_DATE('2013-07-19','YYYY-MM-DD');8;10;6;
9428600;4271;6105;TO_DATE('2013-07-17','YYYY-MM-DD');43;5;6;
9764271;4271;4547;TO_DATE('2013-07-12','YYYY-MM-DD');41;9;3;
2843353;4271;6251;TO_DATE('2013-07-10','YYYY-MM-DD');41;9;2;
9603147;4271;5106;TO_DATE('2013-07-17','YYYY-MM-DD');8;10;10;
7904033;4271;6421;TO_DATE('2013-07-19','YYYY-MM-DD');8;10;2;
5193205;545;5348;TO_DATE('2014-02-03','YYYY-MM-DD');61;12;9;
3374014;545;4701;TO_DATE('2014-02-01','YYYY-MM-DD');61;12;6;
66293;2414;4844;TO_DATE('2013-06-12','YYYY-MM-DD');63;14;7;
5566059;2414;5179;TO_DATE('2013-06-14','YYYY-MM-DD');52;27;3;
2219508;2414;5753;TO_DATE('2013-06-11','YYYY-MM-DD');62;17;5;
2999664;3212;6168;TO_DATE('2013-05-30','YYYY-MM-DD');30;21;10;
1450289;3212;4704;TO_DATE('2013-05-22','YYYY-MM-DD');35;26;9;
3549463;3212;5938;TO_DATE('2013-05-27','YYYY-MM-DD');57;20;7;
7595134;3212;5900;TO_DATE('2013-05-28','YYYY-MM-DD');30;21;3;
3019555;3212;4899;TO_DATE('2013-05-24','YYYY-MM-DD');27;21;10;
8553882;3212;6410;TO_DATE('2013-05-27','YYYY-MM-DD');61;18;3;
7555549;3212;6109;TO_DATE('2013-05-19','YYYY-MM-DD');57;20;7;
8542543;3212;6109;TO_DATE('2013-06-01','YYYY-MM-DD');61;18;3;
8838642;813;5938;TO_DATE('2013-05-21','YYYY-MM-DD');27;21;4;
4904438;813;5925;TO_DATE('2013-05-30','YYYY-MM-DD');57;20;10;
8288113;4157;6409;TO_DATE('2014-03-28','YYYY-MM-DD');55;3;8;
6448565;4157;4688;TO_DATE('2014-03-22','YYYY-MM-DD');8;3;7;
8787285;4157;4611;TO_DATE('2014-03-21','YYYY-MM-DD');55;3;10;
1380728;3878;5727;TO_DATE('2013-05-31','YYYY-MM-DD');25;17;8;
3454048;1755;5284;TO_DATE('2013-10-31','YYYY-MM-DD');39;27;1;
4522909;1755;4671;TO_DATE('2013-10-25','YYYY-MM-DD');39;27;2;
9297312;3081;5756;TO_DATE('2014-03-18','YYYY-MM-DD');62;11;2;
7324891;1644;4865;TO_DATE('2014-03-13','YYYY-MM-DD');62;11;5;
4963881;3205;6058;TO_DATE('2013-10-23','YYYY-MM-DD');5;8;1;
8866163;3205;5937;TO_DATE('2013-10-21','YYYY-MM-DD');5;8;5;
5385944;1981;4983;TO_DATE('2013-11-03','YYYY-MM-DD');5;8;3;
3642199;4330;6453;TO_DATE('2013-12-18','YYYY-MM-DD');2;30;10;
2196236;4330;5245;TO_DATE('2013-12-21','YYYY-MM-DD');49;17;10;
1014358;114;5914;TO_DATE('2013-12-10','YYYY-MM-DD');49;17;10;
4846978;114;4774;TO_DATE('2013-12-19','YYYY-MM-DD');49;17;4;
6529065;114;4514;TO_DATE('2013-12-08','YYYY-MM-DD');2;30;10;
5132167;114;5466;TO_DATE('2013-12-09','YYYY-MM-DD');12;13;4;
8519111;114;5150;TO_DATE('2013-12-20','YYYY-MM-DD');2;30;4;
3387040;2022;6401;TO_DATE('2014-03-31','YYYY-MM-DD');71;8;3;
8921576;2022;6104;TO_DATE('2014-04-01','YYYY-MM-DD');69;2;10;
7019354;2022;4572;TO_DATE('2014-04-07','YYYY-MM-DD');71;8;7;
2101310;2022;5601;TO_DATE('2014-03-29','YYYY-MM-DD');67;3;3;
7217014;2022;4994;TO_DATE('2014-04-02','YYYY-MM-DD');71;8;10;
3646663;2061;5194;TO_DATE('2013-05-07','YYYY-MM-DD');68;10;5;
8402046;2061;4806;TO_DATE('2013-05-14','YYYY-MM-DD');68;10;4;
5034866;1882;4801;TO_DATE('2013-05-08','YYYY-MM-DD');68;10;9;
977074;592;5038;TO_DATE('2013-11-01','YYYY-MM-DD');33;3;3;
460488;1001;5552;TO_DATE('2013-12-18','YYYY-MM-DD');26;18;9;
4477351;1001;5265;TO_DATE('2013-12-16','YYYY-MM-DD');18;21;8;
6061038;1001;4784;TO_DATE('2013-12-18','YYYY-MM-DD');26;18;7;
5078039;1001;4585;TO_DATE('2013-12-18','YYYY-MM-DD');50;15;6;
7590558;1001;4857;TO_DATE('2013-12-19','YYYY-MM-DD');50;15;9;
3570483;1001;5742;TO_DATE('2013-12-17','YYYY-MM-DD');29;21;2;
9721292;1001;6132;TO_DATE('2013-12-23','YYYY-MM-DD');50;15;4;
7964625;998;6332;TO_DATE('2013-10-03','YYYY-MM-DD');16;13;1;
9919896;998;4855;TO_DATE('2013-10-11','YYYY-MM-DD');16;13;4;
3534247;998;5304;TO_DATE('2013-10-10','YYYY-MM-DD');8;16;8;
9497805;2543;5466;TO_DATE('2014-04-10','YYYY-MM-DD');39;26;2;
4921193;2543;4543;TO_DATE('2014-04-03','YYYY-MM-DD');39;26;9;
6971777;2543;5649;TO_DATE('2014-04-09','YYYY-MM-DD');40;11;8;
4759524;2543;6232;TO_DATE('2014-04-13','YYYY-MM-DD');39;26;4;
4931496;743;5511;TO_DATE('2013-06-29','YYYY-MM-DD');65;25;10;
8486714;743;4570;TO_DATE('2013-06-28','YYYY-MM-DD');65;25;8;
5024899;743;5971;TO_DATE('2013-06-24','YYYY-MM-DD');52;28;4;
560756;1865;5757;TO_DATE('2013-05-20','YYYY-MM-DD');61;23;9;
5229745;1865;4589;TO_DATE('2013-05-29','YYYY-MM-DD');42;22;8;
3227601;1865;5456;TO_DATE('2013-05-18','YYYY-MM-DD');34;24;3;
6886964;1865;5633;TO_DATE('2013-05-27','YYYY-MM-DD');61;23;2;
5275742;1865;4549;TO_DATE('2013-05-19','YYYY-MM-DD');34;24;9;
6319042;1865;6069;TO_DATE('2013-05-29','YYYY-MM-DD');36;13;5;
4478704;1865;5636;TO_DATE('2013-05-23','YYYY-MM-DD');42;22;10;
5275541;1865;5845;TO_DATE('2013-05-24','YYYY-MM-DD');36;13;1;
6880576;535;4700;TO_DATE('2013-09-15','YYYY-MM-DD');10;17;1;
5101600;535;4738;TO_DATE('2013-09-06','YYYY-MM-DD');7;26;1;
6085680;535;6389;TO_DATE('2013-09-08','YYYY-MM-DD');34;16;4;
2911180;535;5808;TO_DATE('2013-09-13','YYYY-MM-DD');34;16;5;
8667862;535;6126;TO_DATE('2013-09-14','YYYY-MM-DD');7;26;3;
7281524;4105;6130;TO_DATE('2013-12-27','YYYY-MM-DD');47;16;1;
6442372;3214;4905;TO_DATE('2013-08-07','YYYY-MM-DD');27;1;2;
6968772;3214;5755;TO_DATE('2013-08-10','YYYY-MM-DD');63;2;10;
9916086;3214;5546;TO_DATE('2013-08-17','YYYY-MM-DD');32;2;3;
4400335;3214;6211;TO_DATE('2013-08-08','YYYY-MM-DD');63;2;4;
5051812;236;5710;TO_DATE('2013-11-15','YYYY-MM-DD');36;25;1;
2221173;236;4952;TO_DATE('2013-11-17','YYYY-MM-DD');49;19;6;
5452401;236;5432;TO_DATE('2013-11-06','YYYY-MM-DD');33;24;6;
5351818;236;4507;TO_DATE('2013-11-04','YYYY-MM-DD');33;24;2;
4663292;236;5152;TO_DATE('2013-11-06','YYYY-MM-DD');36;25;1;
1773748;236;6232;TO_DATE('2013-11-03','YYYY-MM-DD');33;24;10;
6535417;649;4966;TO_DATE('2013-12-30','YYYY-MM-DD');17;21;9;
5021580;649;6293;TO_DATE('2014-01-08','YYYY-MM-DD');46;27;3;
6043263;2036;6167;TO_DATE('2013-09-14','YYYY-MM-DD');67;3;1;
9413180;2036;5667;TO_DATE('2013-09-02','YYYY-MM-DD');67;3;10;
7119482;3976;4747;TO_DATE('2013-07-05','YYYY-MM-DD');59;16;6;
3528275;3976;4972;TO_DATE('2013-07-03','YYYY-MM-DD');37;22;9;
8705846;3976;6432;TO_DATE('2013-07-04','YYYY-MM-DD');59;16;1;
8304066;4442;5888;TO_DATE('2013-06-30','YYYY-MM-DD');59;16;4;
1608885;4442;4621;TO_DATE('2013-07-10','YYYY-MM-DD');37;22;8;
8083736;3000;4945;TO_DATE('2013-11-08','YYYY-MM-DD');11;4;2;
3004839;3000;4964;TO_DATE('2013-11-01','YYYY-MM-DD');62;6;1;
224275;3000;6315;TO_DATE('2013-11-10','YYYY-MM-DD');9;9;4;
6514349;3000;5257;TO_DATE('2013-11-09','YYYY-MM-DD');11;4;3;
3000176;3000;6104;TO_DATE('2013-11-10','YYYY-MM-DD');11;4;10;
9561323;2569;5860;TO_DATE('2014-03-06','YYYY-MM-DD');55;18;5;
9685013;2569;5748;TO_DATE('2014-02-28','YYYY-MM-DD');55;18;4;
8099562;2569;5608;TO_DATE('2014-03-04','YYYY-MM-DD');55;18;1;
8026106;3060;5703;TO_DATE('2013-10-21','YYYY-MM-DD');71;2;9;
4958007;3060;5025;TO_DATE('2013-10-24','YYYY-MM-DD');71;2;6;
9040730;833;5717;TO_DATE('2013-05-15','YYYY-MM-DD');34;18;9;
1881227;833;5428;TO_DATE('2013-05-20','YYYY-MM-DD');38;24;5;
4195005;833;6461;TO_DATE('2013-05-25','YYYY-MM-DD');38;24;2;
7853943;833;5500;TO_DATE('2013-05-13','YYYY-MM-DD');24;19;8;
8466084;833;6475;TO_DATE('2013-05-26','YYYY-MM-DD');24;19;4;
2561175;833;5113;TO_DATE('2013-05-21','YYYY-MM-DD');29;17;3;
9479708;833;5406;TO_DATE('2013-05-25','YYYY-MM-DD');24;19;1;
2947253;833;6357;TO_DATE('2013-05-24','YYYY-MM-DD');33;20;8;
9623805;833;5413;TO_DATE('2013-05-24','YYYY-MM-DD');33;20;4;
2433258;833;5908;TO_DATE('2013-05-18','YYYY-MM-DD');24;19;5;
3585662;1155;5633;TO_DATE('2013-07-23','YYYY-MM-DD');37;22;10;
6842004;2827;5063;TO_DATE('2013-06-18','YYYY-MM-DD');24;21;2;
3455152;628;5043;TO_DATE('2014-01-22','YYYY-MM-DD');64;29;9;
2913979;628;5608;TO_DATE('2014-01-14','YYYY-MM-DD');59;18;7;
6005898;628;5374;TO_DATE('2014-01-27','YYYY-MM-DD');57;24;6;
92850;628;4815;TO_DATE('2014-01-14','YYYY-MM-DD');64;29;9;
2802836;502;4954;TO_DATE('2013-08-04','YYYY-MM-DD');47;17;1;
5129782;502;4728;TO_DATE('2013-08-02','YYYY-MM-DD');27;28;4;
3806817;502;5327;TO_DATE('2013-07-22','YYYY-MM-DD');27;28;7;
3013787;1882;6328;TO_DATE('2014-03-24','YYYY-MM-DD');71;10;10;
1539644;1882;5664;TO_DATE('2014-03-31','YYYY-MM-DD');71;10;1;
953825;1882;5478;TO_DATE('2014-04-03','YYYY-MM-DD');70;8;9;
5557934;613;5308;TO_DATE('2013-12-17','YYYY-MM-DD');67;10;2;
5606312;613;4603;TO_DATE('2013-12-22','YYYY-MM-DD');72;1;1;
7505511;3865;6243;TO_DATE('2013-11-06','YYYY-MM-DD');45;17;10;
7147712;1833;5367;TO_DATE('2013-08-19','YYYY-MM-DD');61;15;4;
8503300;1833;6372;TO_DATE('2013-08-23','YYYY-MM-DD');61;15;9;
2236913;4164;5533;TO_DATE('2014-01-16','YYYY-MM-DD');70;1;4;
9003620;4164;5283;TO_DATE('2014-01-22','YYYY-MM-DD');72;8;10;
5383162;4164;6263;TO_DATE('2014-01-25','YYYY-MM-DD');72;8;7;
5813191;4164;5539;TO_DATE('2014-01-14','YYYY-MM-DD');70;1;8;
2820597;462;4814;TO_DATE('2013-10-26','YYYY-MM-DD');60;2;6;
9582860;462;5946;TO_DATE('2013-10-25','YYYY-MM-DD');42;10;2;
428222;462;5472;TO_DATE('2013-10-23','YYYY-MM-DD');50;4;4;
498762;462;4858;TO_DATE('2013-11-04','YYYY-MM-DD');42;10;2;
2263220;462;5110;TO_DATE('2013-10-26','YYYY-MM-DD');42;10;4;
2232979;462;5174;TO_DATE('2013-10-30','YYYY-MM-DD');60;2;6;
9537450;462;4603;TO_DATE('2013-10-26','YYYY-MM-DD');33;9;9;
6453628;462;5561;TO_DATE('2013-11-02','YYYY-MM-DD');42;10;7;
8661502;626;6462;TO_DATE('2013-08-14','YYYY-MM-DD');41;13;3;
4842569;626;6040;TO_DATE('2013-08-21','YYYY-MM-DD');41;13;4;
3369414;626;5704;TO_DATE('2013-08-19','YYYY-MM-DD');45;23;1;
2784323;626;4910;TO_DATE('2013-08-19','YYYY-MM-DD');9;23;5;
5075684;626;4674;TO_DATE('2013-08-27','YYYY-MM-DD');25;18;3;
2524371;626;5176;TO_DATE('2013-08-26','YYYY-MM-DD');25;18;6;
1497194;626;6032;TO_DATE('2013-08-24','YYYY-MM-DD');45;23;5;
8687394;626;5126;TO_DATE('2013-08-19','YYYY-MM-DD');9;23;10;
2725301;626;4650;TO_DATE('2013-08-27','YYYY-MM-DD');41;13;9;
4176352;626;5315;TO_DATE('2013-08-17','YYYY-MM-DD');25;18;4;
3748731;1190;6151;TO_DATE('2014-01-17','YYYY-MM-DD');65;5;8;
3835837;1190;4932;TO_DATE('2014-01-21','YYYY-MM-DD');65;5;1;
6152665;1001;6388;TO_DATE('2013-06-10','YYYY-MM-DD');39;15;10;
7528401;1001;4565;TO_DATE('2013-06-12','YYYY-MM-DD');31;11;9;
4477981;1001;5773;TO_DATE('2013-06-08','YYYY-MM-DD');36;20;1;
4875822;1001;5195;TO_DATE('2013-05-31','YYYY-MM-DD');2;28;3;
7601854;2388;5751;TO_DATE('2013-06-15','YYYY-MM-DD');37;1;2;
2864466;4177;4711;TO_DATE('2013-06-04','YYYY-MM-DD');37;1;3;
190326;1672;5571;TO_DATE('2013-10-29','YYYY-MM-DD');51;19;2;
7802303;1672;5040;TO_DATE('2013-10-30','YYYY-MM-DD');51;19;4;
3608571;778;6091;TO_DATE('2014-03-31','YYYY-MM-DD');11;23;5;
2263338;778;5956;TO_DATE('2014-03-31','YYYY-MM-DD');11;23;9;
4002484;1816;5415;TO_DATE('2014-03-20','YYYY-MM-DD');72;6;3;
