COD_PEDIDO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD_SOLICITADA;CANTIDAD_ENTREGADA
9957974;71;29;5;0;
2001998;12;20;10;0;
2001998;16;24;9;0;
2001998;24;25;20;0;
2001998;39;20;16;0;
2001998;44;20;19;0;
7202509;17;27;9;1;
7202509;37;15;16;3;
7202509;45;27;2;2;
7202509;46;23;3;3;
816994;52;14;12;12;
816994;53;28;20;20;
816994;55;19;4;4;
816994;56;22;12;12;
816994;62;29;19;19;
2148036;68;9;12;0;
2148036;71;6;7;0;
7959238;60;25;13;0;
7959238;63;30;12;0;
6663458;68;2;1;1;
6663458;69;4;18;18;
6663458;71;8;4;4;
4219578;13;19;9;0;
4219578;48;18;17;0;
4219578;52;18;10;0;
7163511;26;22;15;11;
7163511;42;25;12;3;
7163511;46;17;18;4;
7163511;62;15;10;10;
7163511;64;29;17;12;
1949912;44;6;1;0;
1949912;66;3;19;0;
1453566;16;27;4;0;
1453566;31;17;12;0;
7260266;54;13;3;1;
7260266;65;22;12;12;
9395522;67;3;14;0;
9395522;69;5;18;0;
9999039;30;28;10;0;
4830998;60;14;16;16;
4830998;61;27;11;11;
5710462;29;4;16;0;
5710462;33;8;9;0;
5710462;36;1;1;0;
5710462;57;5;3;0;
5651921;12;28;15;15;
5651921;25;21;17;17;
5651921;29;22;5;5;
5651921;49;29;18;18;
9344099;6;28;3;0;
9344099;28;12;3;0;
9344099;57;22;20;0;
9344099;68;29;9;0;
3199769;55;21;17;0;
3199769;56;24;1;0;
3199769;71;13;5;0;
573075;68;7;11;0;
573075;70;8;10;0;
573075;71;9;17;0;
7152344;65;20;4;4;
7152344;66;22;17;17;
1424489;10;10;2;2;
1424489;31;6;12;12;
1424489;69;5;12;12;
3092611;57;11;12;0;
3092611;64;15;15;0;
4737271;28;17;7;0;
9235136;52;26;14;0;
9235136;59;13;18;0;
9369260;10;29;3;3;
9369260;17;25;7;7;
9369260;29;23;2;2;
9369260;38;22;11;11;
9369260;65;11;1;1;
7728323;68;4;1;0;
7728323;70;8;15;0;
7728323;72;10;9;0;
2250121;24;21;1;1;
2306673;19;18;6;5;
2306673;49;17;13;12;
9759310;1;6;13;0;
9759310;3;7;4;0;
9759310;31;9;16;0;
9759310;32;8;13;0;
9759310;44;2;18;0;
958977;39;30;13;0;
6365147;67;2;17;0;
6365147;68;8;6;0;
6365147;70;6;4;0;
724450;67;9;2;2;
724450;69;9;13;13;
9955939;45;9;6;6;
3229053;53;22;20;0;
3229053;60;26;9;0;
3229053;62;27;15;0;
3229053;63;27;8;0;
3229053;64;19;14;0;
8536954;17;2;20;0;
8536954;63;7;12;0;
6140844;55;29;8;0;
6140844;61;24;17;0;
8569509;14;21;6;6;
8569509;37;20;20;20;
8569509;55;11;4;4;
8569509;61;19;15;15;
2474014;52;16;3;0;
2474014;54;11;10;0;
2474014;56;12;10;0;
5055782;4;2;9;0;
5055782;14;6;10;0;
8825881;12;15;19;0;
8825881;17;28;4;0;
8825881;18;24;10;0;
8825881;36;24;12;0;
8825881;50;18;13;0;
417520;56;12;5;5;
417520;62;30;3;3;
417520;65;29;4;4;
417520;66;26;15;15;
6794289;9;14;12;0;
6794289;45;11;20;0;
6794289;50;18;11;0;
6794289;54;14;12;0;
8996672;67;5;6;6;
8996672;68;8;19;19;
8996672;71;8;13;13;
97413;3;22;7;6;
97413;21;29;9;7;
97413;35;16;13;7;
97413;53;17;1;1;
97413;65;20;14;8;
264662;16;16;11;4;
264662;18;29;9;2;
264662;38;15;5;2;
2933733;15;26;6;1;
2933733;60;28;7;6;
5495943;17;2;18;18;
5495943;44;6;11;11;
5495943;71;7;2;2;
9673914;11;15;6;0;
9673914;22;28;7;0;
9673914;34;23;6;0;
3640654;18;30;16;0;
544589;67;6;3;3;
544589;68;8;18;18;
1037397;58;13;7;0;
2989810;1;28;11;0;
2989810;3;22;3;0;
2989810;13;15;4;0;
2989810;15;18;18;0;
2989810;19;15;6;0;
6830281;9;29;3;0;
6830281;10;20;13;0;
6830281;11;29;7;0;
6830281;30;23;4;0;
8253553;19;4;1;1;
8253553;29;4;6;6;
8253553;38;9;4;4;
8253553;45;2;17;17;
8253553;69;8;2;2;
8198289;10;13;14;14;
8198289;22;28;8;8;
8198289;70;23;3;3;
5882836;38;24;13;0;
4134590;14;13;11;0;
4134590;23;30;11;0;
1872079;16;11;3;3;
1872079;44;12;7;5;
1872079;58;12;12;1;
2507416;32;8;11;0;
2507416;47;5;11;0;
5142867;67;6;4;0;
3675429;68;10;10;10;
3675429;70;5;1;1;
3675429;72;6;17;17;
8147101;6;3;1;0;
3814697;18;7;8;0;
3814697;68;7;4;0;
482404;39;17;17;1;
3170826;51;26;4;0;
3170826;60;18;13;0;
2690594;70;2;15;15;
1942621;6;24;6;0;
1942621;14;20;2;0;
1942621;19;21;16;0;
1942621;20;30;14;0;
4943402;36;1;16;0;
4943402;49;2;12;0;
4943402;66;2;4;0;
377986;56;24;18;18;
4290616;50;30;14;0;
4290616;54;11;1;0;
4290616;68;19;14;0;
3266692;7;1;15;0;
3266692;10;5;8;0;
3266692;56;10;3;0;
3266692;57;6;11;0;
3266692;66;6;16;0;
2314282;14;21;18;13;
2314282;24;26;2;1;
4665873;32;28;7;7;
5163682;2;30;12;0;
5163682;16;13;8;0;
8732714;41;5;19;19;
8045250;68;1;1;0;
8045250;69;7;4;0;
8045250;70;7;17;0;
8045250;71;9;20;0;
267477;8;27;14;6;
267477;14;25;17;10;
267477;49;16;18;10;
7864964;71;9;2;0;
7864964;72;4;10;0;
5252574;28;17;10;0;
5252574;43;29;1;0;
8238660;67;5;12;12;
8238660;69;4;6;6;
8238660;72;6;19;19;
2950423;68;4;7;0;
2950423;69;8;16;0;
2950423;72;9;20;0;
2335776;51;16;12;0;
2335776;55;14;15;0;
1856295;57;15;13;0;
1856295;59;29;13;0;
4961230;54;13;8;0;
7981050;38;13;4;0;
2714733;5;15;10;0;
2714733;14;29;3;0;
2714733;28;24;6;0;
2714733;44;12;8;0;
2714733;48;25;14;0;
2174175;72;1;15;0;
1553283;67;1;18;0;
1553283;69;1;18;0;
1553283;72;8;5;0;
3803406;34;1;14;14;
3803406;53;4;9;9;
3803406;71;7;8;8;
3527181;16;13;10;10;
3527181;29;15;18;18;
3527181;56;15;3;3;
3527181;69;28;4;4;
5014277;72;7;7;7;
1907224;38;2;5;5;
1907224;47;2;12;12;
1907224;56;1;1;1;
1907224;60;4;3;3;
1907224;66;4;13;13;
8931885;5;1;7;0;
8931885;17;4;16;0;
8931885;68;10;2;0;
5067184;52;18;14;2;
5067184;56;16;13;7;
5067184;58;29;16;1;
5067184;66;23;8;5;
7320902;5;22;9;0;
7320902;16;22;12;0;
7320902;22;22;8;0;
3125391;68;5;3;2;
3125391;71;4;4;1;
3125391;72;8;10;8;
3173179;18;15;1;0;
3173179;64;26;17;0;
3835247;5;5;13;13;
3835247;22;5;1;1;
3835247;33;6;20;20;
3835247;45;4;19;19;
3835247;64;9;15;15;
1667115;54;24;14;0;
1667115;55;21;6;0;
1667115;62;25;17;0;
1667115;64;11;5;0;
2425320;10;11;11;0;
2425320;31;27;12;0;
2425320;40;11;11;0;
2425320;47;30;9;0;
8782647;4;11;3;0;
8782647;12;19;10;0;
8782647;23;17;6;0;
8782647;27;29;10;0;
8782647;32;27;13;0;
1195791;16;20;13;13;
1195791;17;18;6;6;
1195791;22;13;10;10;
1195791;27;27;5;5;
1195791;33;14;9;9;
7473202;1;15;10;0;
109538;67;6;17;0;
109538;69;10;6;0;
2108411;37;4;19;6;
2108411;71;4;7;1;
9605178;25;13;12;3;
9605178;64;22;6;6;
6436553;55;14;11;0;
6436553;64;15;17;0;
9590703;11;12;13;0;
9590703;13;24;5;0;
9590703;15;15;14;0;
9590703;21;14;6;0;
9590703;45;17;17;0;
7271482;37;30;4;0;
1741063;68;9;1;0;
1741063;72;8;13;0;
7325856;43;12;17;14;
2456026;63;15;14;0;
2456026;64;11;2;0;
1062183;15;27;18;18;
1062183;22;28;19;19;
1062183;62;21;5;5;
4398306;9;14;5;5;
4398306;34;23;20;20;
4398306;61;27;11;11;
4398306;69;12;9;9;
1279772;1;16;6;6;
1279772;9;13;1;1;
1279772;15;12;16;16;
1279772;22;18;2;2;
1279772;38;30;12;12;
1412413;10;12;2;2;
1412413;50;16;17;17;
7791045;18;10;16;0;
7791045;71;7;15;0;
3628118;14;10;5;5;
3628118;62;2;20;20;
2967039;9;17;13;0;
2967039;50;22;6;0;
2967039;52;13;18;0;
2967039;59;27;17;0;
2967039;71;14;10;0;
9327760;2;28;3;2;
9327760;44;13;16;6;
9327760;57;21;4;4;
9327760;66;21;18;5;
1614657;8;4;4;0;
1614657;39;2;19;0;
1614657;53;1;6;0;
1614657;58;8;13;0;
1614657;65;4;12;0;
2460189;69;1;16;0;
2460189;70;3;12;0;
2460189;71;7;3;0;
7192925;72;7;15;15;
1123826;15;6;6;0;
1123826;17;4;14;0;
1123826;20;2;9;0;
1123826;35;3;4;0;
1123826;45;2;12;0;
7585441;4;30;5;0;
7585441;35;25;5;0;
2462865;6;9;16;0;
2462865;7;9;13;0;
2462865;60;10;2;0;
2462865;64;10;11;0;
6038779;58;18;17;14;
6038779;64;20;9;4;
9177278;42;26;2;0;
6454827;22;10;1;0;
6454827;30;1;6;0;
6454827;44;1;1;0;
4053159;9;15;14;0;
4053159;35;28;3;0;
4053159;43;27;12;0;
9047596;67;7;5;0;
9047596;69;8;5;0;
9047596;72;4;12;0;
574222;69;7;19;0;
574222;71;8;6;0;
574222;72;2;16;0;
7315970;13;2;20;0;
7315970;64;2;14;0;
3428206;22;15;16;0;
3428206;47;30;7;0;
6036523;57;27;11;0;
9391879;70;3;7;0;
9391879;71;10;11;0;
8748356;54;26;15;0;
8748356;58;23;14;0;
8748356;59;17;20;0;
8748356;63;25;17;0;
8748356;66;17;1;0;
3631878;10;13;11;0;
3631878;47;11;16;0;
5856376;70;23;2;0;
6250840;16;8;12;0;
6250840;59;9;10;0;
9343552;55;21;14;7;
9343552;59;12;5;5;
9343552;61;16;13;8;
9343552;66;25;13;7;
546225;69;10;18;0;
1124504;22;25;18;0;
1124504;27;20;18;0;
2716235;14;19;16;4;
2716235;27;25;16;15;
2716235;32;25;3;1;
517966;54;18;13;0;
517966;63;28;2;0;
517966;65;13;19;0;
3254280;9;16;14;0;
3254280;53;25;20;0;
3254280;57;11;15;0;
3254280;60;12;4;0;
1632711;23;19;13;0;
1995718;67;5;9;0;
1995718;69;10;3;0;
1995718;71;2;19;0;
8633942;67;4;14;0;
8633942;71;6;2;0;
947945;40;22;5;0;
1675076;2;17;3;0;
1675076;32;21;17;0;
8376112;53;22;13;0;
1912739;39;20;20;0;
7401132;34;23;12;0;
7401132;35;30;4;0;
7401132;40;25;20;0;
8481115;29;6;9;9;
8481115;40;8;6;6;
8481115;43;3;13;13;
8481115;59;1;11;11;
1261440;71;8;15;15;
4794284;67;5;6;0;
4794284;71;3;12;0;
3592837;13;26;16;0;
3592837;50;18;18;0;
6802104;14;13;18;18;
6802104;29;29;16;16;
6802104;52;12;7;7;
6802104;60;30;19;19;
6802104;70;22;15;15;
8569980;68;8;4;0;
8569980;69;10;9;0;
8569980;71;3;3;0;
84996;33;11;8;8;
84996;49;15;2;2;
84996;54;16;14;14;
4426089;15;16;10;0;
4426089;38;16;5;0;
1744246;51;12;13;0;
1744246;62;11;8;0;
1744246;64;26;18;0;
1744246;65;11;8;0;
7628669;34;14;14;11;
7628669;44;30;6;4;
8885652;13;2;15;0;
2992908;53;29;15;0;
2992908;64;12;13;0;
197748;69;8;7;7;
964859;1;17;4;4;
964859;8;20;10;10;
964859;18;30;4;4;
964859;36;18;15;15;
964859;40;17;1;1;
3249521;67;10;13;0;
3249521;68;5;8;0;
3249521;70;8;19;0;
2434819;67;6;13;0;
2434819;70;5;20;0;
2434819;71;3;18;0;
2434819;72;1;19;0;
4132355;47;6;2;2;
4132355;62;9;7;7;
4132355;70;9;17;17;
7801515;1;15;1;1;
7801515;4;26;12;12;
7801515;15;11;20;20;
7801515;47;22;5;5;
9737095;68;2;4;0;
9737095;71;7;10;0;
7854941;4;22;18;0;
7854941;27;15;19;0;
7854941;42;18;17;0;
7854941;50;17;18;0;
6177750;5;17;8;8;
6177750;6;20;15;15;
6177750;14;30;14;14;
6177750;35;30;2;2;
6177750;67;17;5;5;
2048952;26;23;3;3;
2048952;27;15;6;6;
2048952;28;13;15;15;
2048952;59;17;7;7;
2048952;63;14;2;2;
2173588;11;30;17;0;
5411933;16;28;18;0;
2517230;53;25;10;10;
2517230;60;18;5;5;
2517230;62;16;11;11;
9140396;67;1;17;17;
9140396;68;3;11;11;
9140396;69;7;15;1;
9140396;71;1;2;1;
9400822;68;7;1;0;
9400822;70;1;10;0;
9400822;71;1;14;0;
1961363;55;26;15;11;
1961363;57;30;9;8;
1961363;58;23;12;4;
247906;45;7;17;17;
247906;52;4;20;20;
247906;59;2;18;18;
247906;72;4;7;7;
6007040;4;23;12;0;
6007040;7;27;18;0;
6007040;8;27;14;0;
6007040;23;28;7;0;
6007040;43;15;11;0;
9758347;10;12;12;0;
9758347;26;26;12;0;
5196432;72;2;13;3;
3129366;67;8;17;0;
3129366;68;7;14;0;
3129366;69;8;13;0;
6328784;36;2;11;11;
6328784;38;7;3;3;
9203738;11;7;2;0;
9203738;36;3;7;0;
9203738;42;7;16;0;
4066129;40;11;15;0;
4066129;43;23;20;0;
9223069;22;27;13;0;
9223069;36;25;9;0;
9223069;43;24;19;0;
9223069;59;29;3;0;
40373;13;2;10;0;
40373;14;3;1;0;
40373;25;6;14;0;
40373;58;6;7;0;
40373;59;3;12;0;
7165396;33;21;11;11;
7165396;43;27;18;18;
8970534;10;22;13;0;
8970534;33;29;6;0;
1701834;31;11;2;0;
1701834;34;15;11;0;
1701834;43;11;14;0;
1701834;59;21;17;0;
7503768;13;22;7;0;
7503768;28;29;4;0;
7503768;29;27;10;0;
7503768;35;25;2;0;
1480209;70;8;7;0;
2348104;62;24;1;0;
2348104;63;15;8;0;
2348104;66;28;17;0;
5660242;62;7;7;0;
6470554;11;19;7;7;
6470554;36;25;14;14;
6470554;38;18;8;8;
7121385;9;19;20;0;
7121385;10;21;11;0;
7121385;37;30;12;0;
7121385;43;11;14;0;
9353065;30;10;10;9;
9353065;43;1;9;4;
9353065;56;9;16;13;
6352933;6;26;15;7;
6352933;9;13;1;1;
6352933;32;17;15;11;
9408819;24;30;15;5;
575112;54;19;16;0;
575112;63;22;1;0;
4348242;8;12;20;0;
4348242;28;28;16;0;
4348242;37;29;16;0;
4348242;43;20;16;0;
3715432;28;6;16;0;
3715432;48;6;6;0;
2611122;17;6;12;0;
2272157;51;13;13;10;
2272157;63;13;13;12;
2272157;64;12;4;3;
2272157;65;22;7;2;
4145130;16;20;5;3;
4145130;46;20;10;10;
9379961;68;9;19;0;
9379961;72;9;4;0;
6627697;19;23;13;0;
6627697;24;25;15;0;
6627697;67;22;3;0;
8949203;3;8;12;12;
8949203;32;8;14;14;
8949203;49;8;11;11;
8949203;51;8;2;2;
5845748;10;27;4;4;
5845748;25;29;4;4;
9434964;59;12;19;19;
9434964;60;17;16;16;
9434964;62;23;18;18;
4924580;40;20;10;0;
4924580;41;22;12;0;
4736560;51;16;10;10;
4736560;56;26;19;19;
4736560;59;21;5;5;
8352663;53;8;7;0;
8352663;57;9;9;0;
5990675;69;7;12;8;
5990675;71;4;6;5;
5990675;72;3;20;15;
9302140;56;13;16;16;
9302140;59;28;9;9;
9302140;62;26;2;2;
9302140;65;25;19;19;
991912;1;4;6;6;
991912;30;7;12;12;
991912;48;3;19;19;
991912;59;3;4;4;
2035670;14;12;18;0;
4004508;63;20;9;0;
3013010;16;8;7;7;
3013010;25;6;5;5;
3013010;42;3;10;10;
3013010;56;6;16;16;
2059145;13;21;17;17;
2059145;15;15;16;16;
2059145;43;26;11;11;
2849770;9;5;1;0;
2849770;23;7;18;0;
2849770;36;5;19;0;
2849770;45;4;11;0;
2849770;71;6;14;0;
3483022;5;23;3;0;
3483022;25;19;15;0;
3483022;33;29;7;0;
3483022;52;26;1;0;
3483022;58;23;18;0;
3982853;5;14;16;0;
3982853;16;25;5;0;
3982853;25;17;14;0;
3982853;28;19;14;0;
3982853;33;19;19;0;
5219566;15;3;20;20;
5219566;34;1;14;14;
5219566;42;6;16;16;
5219566;55;8;2;2;
2407844;67;6;5;0;
2407844;68;1;7;0;
2407844;71;3;9;0;
9443212;55;19;5;5;
9443212;61;22;16;16;
1102805;16;9;13;13;
5099245;2;19;8;0;
5099245;12;20;12;0;
9173965;18;16;10;2;
9173965;21;26;20;4;
9173965;28;27;3;2;
9173965;40;12;1;1;
9173965;44;27;15;9;
4241887;17;5;19;0;
4241887;38;9;6;0;
8424730;68;1;6;6;
8424730;70;4;1;1;
8424730;72;7;6;6;
3928910;70;6;6;6;
3928910;71;7;14;14;
8782370;51;30;4;4;
8782370;52;18;10;10;
8782370;57;30;9;9;
8782370;58;13;17;17;
8782370;61;20;9;9;
8770613;51;20;10;0;
8770613;52;20;20;0;
8770613;54;25;19;0;
8770613;56;18;9;0;
5368882;68;10;12;0;
5368882;70;3;17;0;
9921778;18;5;1;0;
9921778;34;8;15;0;
9921778;42;4;15;0;
5341698;5;22;1;0;
5341698;9;18;18;0;
5341698;11;23;14;0;
6008865;8;19;2;0;
6008865;24;26;13;0;
6008865;48;28;2;0;
6008865;60;30;12;0;
9947919;68;6;19;0;
9947919;72;9;4;0;
3206403;27;30;19;0;
3206403;31;29;16;0;
3206403;45;18;10;0;
6977045;8;11;7;0;
6977045;31;14;5;0;
6977045;46;13;9;0;
1940148;55;13;19;0;
1940148;56;25;17;0;
1940148;65;13;8;0;
2770679;15;21;12;12;
2770679;24;24;13;10;
2770679;49;17;4;3;
3896776;28;10;3;0;
3896776;30;7;4;0;
3896776;34;4;14;0;
3896776;50;5;3;0;
9337401;14;8;8;3;
9337401;15;1;18;5;
9337401;39;1;6;1;
9499624;3;6;17;0;
9499624;4;4;5;0;
9499624;38;1;3;0;
9499624;53;10;10;0;
9499624;57;7;18;0;
2157478;20;15;4;0;
2157478;66;11;9;0;
2157478;71;29;14;0;
9912923;7;25;6;1;
9912923;11;28;17;8;
9912923;30;18;1;1;
9912923;49;20;4;2;
9912923;50;17;10;2;
3478213;67;1;18;5;
3478213;70;8;3;2;
3367255;37;25;16;16;
9211386;39;17;18;0;
9211386;68;14;14;0;
150946;72;3;14;0;
1454207;57;26;17;0;
1882030;25;1;18;13;
1882030;39;3;5;4;
2020396;25;24;9;9;
2020396;35;26;15;15;
2020396;36;21;12;12;
6700655;2;28;18;0;
6700655;6;14;13;0;
6700655;32;29;11;0;
6700655;34;13;4;0;
6700655;72;24;19;0;
8535055;18;6;18;0;
8535055;24;10;18;0;
8242892;71;17;13;0;
1858245;15;25;9;9;
1858245;31;18;5;5;
3275906;14;28;11;0;
3275906;67;29;11;0;
9716409;20;13;3;2;
9716409;23;16;4;1;
9716409;66;24;3;1;
2998329;6;5;16;0;
2998329;42;9;7;0;
2998329;72;9;12;0;
168160;3;14;18;18;
168160;12;27;3;3;
168160;34;28;12;5;
168160;36;14;14;11;
168160;62;26;16;9;
1505310;32;29;9;9;
1505310;59;17;20;20;
1505310;60;14;6;6;
1505310;70;13;6;6;
2036005;22;11;10;0;
2036005;29;26;4;0;
2036005;32;29;19;0;
2036005;36;27;9;0;
1725306;56;19;10;1;
1725306;58;19;12;5;
1725306;64;17;4;4;
4500096;12;17;13;0;
4500096;32;20;19;0;
4500096;36;25;12;0;
3953915;53;17;3;0;
3953915;54;24;15;0;
3953915;59;22;10;0;
3953915;62;27;5;0;
658222;14;24;6;0;
658222;34;12;16;0;
658222;46;12;17;0;
658222;50;25;7;0;
658222;71;22;12;0;
8610641;68;4;5;5;
8610641;69;2;12;12;
8610641;70;8;12;12;
1582482;70;3;19;19;
5718664;9;23;14;0;
5718664;14;26;17;0;
5718664;43;14;19;0;
5718664;47;17;11;0;
1864336;39;12;2;0;
1864336;50;18;12;0;
3512845;18;11;1;0;
3512845;23;12;11;0;
3512845;68;16;10;0;
3512845;72;25;4;0;
7992610;1;20;14;0;
7992610;31;24;7;0;
4698838;1;22;20;0;
4698838;14;21;18;0;
4698838;18;25;11;0;
4698838;30;26;16;0;
9611761;45;24;7;0;
9611761;53;13;14;0;
9611761;55;18;14;0;
6375775;25;26;11;3;
8443593;53;25;7;0;
8443593;66;27;10;0;
3438814;69;1;11;0;
3438814;70;9;19;0;
1477062;3;15;13;13;
1477062;5;30;8;8;
1477062;6;25;11;11;
1477062;19;30;9;9;
1008402;50;2;11;0;
1008402;52;2;9;0;
4537289;67;28;13;13;
4537289;71;14;5;5;
9178646;67;2;3;0;
9178646;68;5;5;0;
3543018;59;21;7;0;
3543018;64;24;18;0;
7361306;24;7;18;0;
7361306;26;1;2;0;
7361306;41;4;19;0;
7361306;53;9;6;0;
7361306;68;6;2;0;
1442969;2;3;15;0;
1442969;15;5;7;0;
1442969;32;3;6;0;
1442969;69;5;7;0;
2401325;22;4;3;0;
2401325;42;9;1;0;
5886552;8;7;12;12;
5886552;14;2;19;19;
7562354;3;14;9;0;
7562354;5;11;3;0;
7562354;7;26;5;0;
7562354;49;13;9;0;
7562354;61;28;11;0;
1873447;1;29;6;0;
1873447;24;14;18;0;
1873447;25;20;18;0;
1873447;48;29;20;0;
149073;16;17;9;0;
149073;48;26;20;0;
149073;70;18;4;0;
3854921;12;5;10;0;
3854921;44;2;10;0;
3854921;54;5;4;0;
3854921;59;2;10;0;
3854921;71;9;9;0;
6523334;41;21;20;0;
6523334;43;30;15;0;
6523334;54;22;11;0;
6523334;61;13;8;0;
5016881;4;23;10;10;
5016881;12;14;19;19;
5016881;23;14;7;7;
5016881;27;19;7;7;
5016881;39;16;8;8;
2066514;15;25;12;12;
2066514;53;29;15;15;
357681;39;25;4;4;
9382853;4;22;16;16;
9382853;27;21;14;14;
8095315;13;17;18;4;
8095315;42;15;16;12;
7555772;3;17;10;10;
7555772;19;17;3;3;
7555772;26;21;13;13;
7555772;44;16;14;14;
1930918;25;21;7;0;
1930918;36;17;1;0;
2492005;10;3;4;0;
2492005;21;2;16;0;
2492005;72;3;6;0;
639123;4;3;18;0;
639123;28;6;12;0;
7053262;68;1;13;11;
7053262;72;10;15;2;
1774870;56;25;11;11;
1774870;65;23;6;3;
8622126;12;12;18;0;
8622126;22;11;20;0;
8622126;26;19;8;0;
8622126;42;16;20;0;
8622126;49;21;8;0;
9055284;5;14;19;0;
9055284;6;15;17;0;
356864;3;19;15;0;
356864;5;25;16;0;
356864;24;26;7;0;
356864;29;16;7;0;
4731182;3;3;16;10;
4731182;67;6;16;11;
4731182;71;5;19;17;
2015861;56;19;20;0;
2015861;59;18;12;0;
2015861;61;22;10;0;
2015861;62;23;13;0;
7400879;14;20;12;0;
7400879;34;17;20;0;
7400879;47;23;6;0;
9129910;68;1;7;0;
9129910;70;6;17;0;
4151359;68;9;11;0;
4151359;72;2;19;0;
7205413;65;14;9;9;
7205413;66;23;11;11;
5100706;25;18;16;0;
5100706;39;24;2;0;
5100706;41;13;13;0;
5100706;66;22;6;0;
37327;71;2;16;10;
37327;72;10;16;14;
6240092;52;13;10;0;
6240092;56;27;5;0;
6240092;58;17;7;0;
6240092;61;25;16;0;
693777;67;1;20;0;
693777;68;7;2;0;
693777;70;9;18;0;
693777;71;4;19;0;
4129888;20;11;17;0;
4129888;32;14;11;0;
4129888;47;11;13;0;
4129888;53;29;10;0;
4129888;55;20;5;0;
5154871;26;14;4;4;
8327950;52;11;6;0;
8327950;62;18;17;0;
8327950;66;14;6;0;
9185825;54;21;9;0;
4719189;67;9;9;0;
4719189;71;7;2;0;
7064613;52;24;10;0;
7064613;63;21;7;0;
6520114;69;1;17;0;
6520114;70;10;2;0;
1693561;6;16;14;0;
1693561;51;21;4;0;
8260918;18;28;13;0;
8260918;65;21;13;0;
62112;64;5;5;0;
6348526;68;7;3;0;
6348526;69;9;19;0;
6348526;72;1;7;0;
1103518;20;6;1;1;
1103518;57;6;11;10;
8612489;67;5;7;7;
8612489;72;8;3;3;
4609401;9;16;1;1;
4609401;11;11;15;5;
4609401;36;17;16;10;
4609401;52;27;11;4;
4609401;69;29;15;8;
4861373;51;27;20;13;
4861373;56;30;16;14;
4861373;69;14;19;18;
539162;2;27;1;0;
539162;7;21;19;0;
539162;27;30;16;0;
539162;32;25;19;0;
2916667;27;7;20;20;
4202504;15;15;7;0;
4202504;43;21;12;0;
4202504;48;24;16;0;
4202504;66;30;5;0;
2163267;36;4;11;4;
2163267;59;6;20;7;
9560967;5;2;7;0;
9560967;24;3;6;0;
9560967;48;10;8;0;
9560967;63;1;4;0;
7928548;56;24;14;3;
7650946;4;21;2;2;
7650946;12;25;9;2;
7650946;16;11;10;5;
7650946;20;29;7;7;
7650946;35;18;1;1;
6493520;62;9;8;8;
2969418;1;14;18;0;
2969418;14;30;7;0;
2969418;31;28;9;0;
2969418;66;13;14;0;
9775896;23;17;5;0;
9775896;48;22;16;0;
6711802;4;17;15;0;
6711802;24;27;3;0;
6711802;27;27;19;0;
6711802;38;20;11;0;
6711802;48;16;13;0;
3486340;1;27;4;4;
3486340;16;16;9;9;
3486340;43;19;10;10;
9796913;67;9;11;0;
9796913;69;9;14;0;
9796913;70;5;17;0;
2162283;6;4;5;0;
2162283;22;5;3;0;
2162283;49;4;5;0;
2162283;57;7;16;0;
2162283;64;10;6;0;
9876021;51;26;6;0;
9876021;55;29;15;0;
9876021;61;12;6;0;
9876021;65;19;8;0;
7791085;5;18;1;0;
7791085;22;12;2;0;
7791085;42;28;13;0;
2943020;4;17;5;0;
2943020;34;30;12;0;
2943020;41;15;20;0;
2943020;56;28;3;0;
7447811;51;11;14;0;
7447811;52;13;20;0;
7447811;62;14;12;0;
7447811;65;23;14;0;
8750201;2;30;10;0;
8750201;26;16;19;0;
8750201;46;29;14;0;
2233866;28;1;19;0;
2233866;32;6;12;0;
2233866;43;2;12;0;
2233866;60;3;8;0;
2240928;53;14;5;0;
2240928;63;18;17;0;
672766;31;17;19;0;
3342636;31;6;15;15;
3342636;32;2;17;17;
3342636;71;5;8;8;
6725532;11;25;3;0;
6725532;33;21;17;0;
6725532;47;30;17;0;
2536128;30;5;16;0;
2536128;35;2;6;0;
2536128;40;4;11;0;
4371666;69;8;6;0;
1575455;11;27;17;0;
1575455;40;20;17;0;
1575455;69;19;8;0;
8133123;35;26;2;2;
8133123;40;19;16;16;
8133123;68;24;9;8;
6742582;67;14;17;0;
576979;37;17;2;0;
7705344;14;29;10;7;
7705344;72;22;8;6;
7642393;8;23;11;11;
7642393;29;18;2;2;
7642393;41;19;12;12;
9918265;57;18;12;0;
9918265;63;12;5;0;
7743264;26;5;11;0;
7743264;32;2;5;0;
7743264;49;1;17;0;
7743264;52;2;4;0;
7743264;58;8;2;0;
9752484;51;13;15;15;
9752484;63;17;12;12;
8875325;5;19;20;0;
2793864;67;2;17;1;
2793864;68;2;19;14;
2793864;69;8;3;3;
3691805;70;7;8;6;
3691805;71;8;7;1;
8815901;65;26;17;3;
5832959;20;25;8;0;
5832959;52;19;20;0;
5832959;69;11;2;0;
5971890;69;8;18;0;
9576866;67;4;13;0;
9576866;69;5;18;0;
3532854;72;3;18;0;
6100220;57;30;9;9;
6100220;58;17;20;20;
3615760;4;11;11;0;
3615760;6;13;5;0;
3615760;13;14;1;0;
6272156;20;3;6;0;
6272156;68;6;11;0;
5960874;16;18;13;0;
5960874;31;26;18;0;
5960874;44;17;12;0;
5960874;48;13;9;0;
8210759;36;8;20;0;
8210759;64;2;3;0;
5631428;24;19;12;4;
5631428;31;21;6;6;
5631428;47;28;16;8;
6500251;55;11;7;2;
