NUMERO;COD_LOCAL;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD;FECHA;PRECIO;
8112157;5645;69;2;3;TO_DATE('2013-06-24','YYYY-MM-DD');26506;
2041859;5369;65;24;19;TO_DATE('2014-03-11','YYYY-MM-DD');258670;
6856124;4607;38;23;8;TO_DATE('2014-02-22','YYYY-MM-DD');164079;
8301390;4953;56;23;4;TO_DATE('2013-08-18','YYYY-MM-DD');151243;
1335336;4865;61;30;3;TO_DATE('2013-06-07','YYYY-MM-DD');107447;
4334155;4540;55;18;16;TO_DATE('2013-05-24','YYYY-MM-DD');49477;
5091234;6272;58;13;16;TO_DATE('2013-05-22','YYYY-MM-DD');159226;
5479835;4975;69;8;10;TO_DATE('2014-03-19','YYYY-MM-DD');49455;
9372524;5263;55;15;5;TO_DATE('2014-03-07','YYYY-MM-DD');226870;
7594047;6046;57;12;13;TO_DATE('2013-07-14','YYYY-MM-DD');72895;
6718906;6221;66;17;1;TO_DATE('2013-04-25','YYYY-MM-DD');272683;
7991032;5551;60;20;1;TO_DATE('2013-07-05','YYYY-MM-DD');199768;
1314693;5637;54;30;18;TO_DATE('2014-02-01','YYYY-MM-DD');68751;
1594724;5556;38;27;9;TO_DATE('2014-01-18','YYYY-MM-DD');163606;
4045424;5179;65;26;11;TO_DATE('2013-06-12','YYYY-MM-DD');82823;
2730815;6242;68;7;19;TO_DATE('2013-12-22','YYYY-MM-DD');46328;
6351470;5576;56;26;1;TO_DATE('2013-08-11','YYYY-MM-DD');281232;
3541414;5478;68;10;4;TO_DATE('2014-04-08','YYYY-MM-DD');144409;
2489371;5449;54;25;13;TO_DATE('2013-10-19','YYYY-MM-DD');178050;
6229367;4741;38;16;6;TO_DATE('2013-11-14','YYYY-MM-DD');120163;
230236;5697;67;3;19;TO_DATE('2013-11-30','YYYY-MM-DD');107233;
8242555;5077;72;9;15;TO_DATE('2013-06-06','YYYY-MM-DD');24416;
5928566;4945;70;7;19;TO_DATE('2013-09-07','YYYY-MM-DD');191244;
4250607;5968;54;20;14;TO_DATE('2013-06-01','YYYY-MM-DD');296037;
7926398;6231;66;28;15;TO_DATE('2013-12-16','YYYY-MM-DD');147337;
2863088;4945;72;9;18;TO_DATE('2013-07-04','YYYY-MM-DD');190390;
2613040;5383;53;24;7;TO_DATE('2013-10-13','YYYY-MM-DD');121848;
5231699;5538;66;11;20;TO_DATE('2014-01-21','YYYY-MM-DD');123968;
6266807;5357;63;26;6;TO_DATE('2013-07-13','YYYY-MM-DD');131845;
195456;6361;4;17;8;TO_DATE('2014-02-02','YYYY-MM-DD');32953;
5385945;4656;61;11;14;TO_DATE('2014-03-11','YYYY-MM-DD');94972;
1627381;4605;71;10;3;TO_DATE('2013-11-25','YYYY-MM-DD');285989;
5215942;4730;51;29;11;TO_DATE('2013-10-13','YYYY-MM-DD');191397;
3932047;5143;55;27;2;TO_DATE('2014-01-15','YYYY-MM-DD');150920;
83472;6337;71;1;6;TO_DATE('2013-09-30','YYYY-MM-DD');84248;
191239;5756;52;12;12;TO_DATE('2013-05-21','YYYY-MM-DD');11300;
4212051;6318;59;26;19;TO_DATE('2013-08-20','YYYY-MM-DD');220470;
7423076;5952;68;2;3;TO_DATE('2013-11-15','YYYY-MM-DD');65568;
565188;6181;39;16;19;TO_DATE('2013-09-13','YYYY-MM-DD');129275;
2548845;4810;34;19;3;TO_DATE('2014-01-13','YYYY-MM-DD');19173;
4585393;5173;67;4;10;TO_DATE('2014-02-02','YYYY-MM-DD');155676;
9468172;6359;62;22;12;TO_DATE('2013-11-27','YYYY-MM-DD');117963;
9600886;6264;55;21;12;TO_DATE('2013-11-28','YYYY-MM-DD');200590;
7288526;5988;58;20;11;TO_DATE('2013-10-05','YYYY-MM-DD');22729;
6961872;6160;63;25;15;TO_DATE('2013-05-30','YYYY-MM-DD');245733;
3657955;4990;63;30;4;TO_DATE('2014-03-02','YYYY-MM-DD');62454;
8774916;5117;16;23;2;TO_DATE('2013-10-06','YYYY-MM-DD');267882;
4795577;4606;72;6;4;TO_DATE('2013-08-29','YYYY-MM-DD');74267;
9974694;5503;7;26;18;TO_DATE('2013-06-20','YYYY-MM-DD');153744;
2168634;4965;69;7;20;TO_DATE('2013-09-13','YYYY-MM-DD');237100;
6698583;5258;68;3;8;TO_DATE('2013-05-06','YYYY-MM-DD');202089;
1152520;4995;42;19;19;TO_DATE('2013-12-25','YYYY-MM-DD');187672;
6219366;5786;21;26;8;TO_DATE('2014-01-22','YYYY-MM-DD');291090;
3106603;6116;65;20;19;TO_DATE('2013-08-19','YYYY-MM-DD');218881;
3982106;5985;69;7;7;TO_DATE('2013-11-29','YYYY-MM-DD');116943;
9685991;6423;69;6;20;TO_DATE('2013-11-25','YYYY-MM-DD');58610;
9645803;4681;62;30;9;TO_DATE('2013-08-25','YYYY-MM-DD');138668;
4822185;6088;62;30;6;TO_DATE('2013-04-30','YYYY-MM-DD');109652;
3675767;6091;45;12;11;TO_DATE('2014-04-13','YYYY-MM-DD');228134;
6676494;5245;30;20;14;TO_DATE('2014-03-09','YYYY-MM-DD');200636;
7677657;5321;61;30;12;TO_DATE('2013-10-03','YYYY-MM-DD');144761;
8870197;5886;24;17;12;TO_DATE('2013-08-17','YYYY-MM-DD');229370;
8728800;6232;31;18;14;TO_DATE('2013-08-15','YYYY-MM-DD');18172;
4714773;6352;67;5;1;TO_DATE('2013-08-13','YYYY-MM-DD');171470;
2252607;5154;38;21;6;TO_DATE('2014-02-21','YYYY-MM-DD');266448;
2262165;6131;69;2;6;TO_DATE('2013-06-27','YYYY-MM-DD');223814;
9885211;5587;14;16;15;TO_DATE('2013-05-24','YYYY-MM-DD');56387;
156510;6124;71;8;3;TO_DATE('2013-05-04','YYYY-MM-DD');272759;
8105995;5747;20;25;18;TO_DATE('2014-04-17','YYYY-MM-DD');85210;
3462161;5327;44;24;20;TO_DATE('2013-05-27','YYYY-MM-DD');33348;
7887539;6443;57;21;20;TO_DATE('2013-09-15','YYYY-MM-DD');145893;
739782;5585;52;12;9;TO_DATE('2013-12-15','YYYY-MM-DD');130055;
2362494;5735;26;27;5;TO_DATE('2013-12-25','YYYY-MM-DD');99782;
2706593;5952;67;3;16;TO_DATE('2014-03-24','YYYY-MM-DD');169867;
3924163;6375;67;9;1;TO_DATE('2013-11-25','YYYY-MM-DD');256906;
7365385;5397;69;5;18;TO_DATE('2013-11-10','YYYY-MM-DD');84901;
6661566;6423;70;6;6;TO_DATE('2013-11-19','YYYY-MM-DD');216957;
6003050;5995;47;11;17;TO_DATE('2013-05-22','YYYY-MM-DD');33630;
9223184;5701;22;22;11;TO_DATE('2013-06-04','YYYY-MM-DD');107025;
3459238;6155;37;28;3;TO_DATE('2013-09-05','YYYY-MM-DD');22220;
268210;5584;61;24;10;TO_DATE('2013-11-13','YYYY-MM-DD');184658;
5969234;5617;53;13;13;TO_DATE('2013-08-09','YYYY-MM-DD');203192;
7793022;5775;50;16;6;TO_DATE('2013-05-24','YYYY-MM-DD');262900;
1013781;6141;36;20;15;TO_DATE('2013-08-07','YYYY-MM-DD');87314;
814339;6312;68;9;8;TO_DATE('2014-01-03','YYYY-MM-DD');280425;
1383241;6410;66;27;13;TO_DATE('2013-07-24','YYYY-MM-DD');24009;
5987096;5639;69;7;1;TO_DATE('2013-09-09','YYYY-MM-DD');253829;
1759874;5120;59;30;15;TO_DATE('2013-11-01','YYYY-MM-DD');208122;
3702939;5598;58;23;5;TO_DATE('2013-05-11','YYYY-MM-DD');40961;
8541629;5447;57;27;8;TO_DATE('2014-02-16','YYYY-MM-DD');92630;
2699084;6268;72;1;20;TO_DATE('2014-02-02','YYYY-MM-DD');236740;
9985417;5059;70;1;2;TO_DATE('2013-08-08','YYYY-MM-DD');242117;
1400813;6488;37;16;12;TO_DATE('2013-08-30','YYYY-MM-DD');120841;
6296581;5810;39;19;10;TO_DATE('2013-07-18','YYYY-MM-DD');198344;
6253172;6070;72;4;9;TO_DATE('2013-05-04','YYYY-MM-DD');16926;
7968324;6134;26;23;2;TO_DATE('2013-08-05','YYYY-MM-DD');299719;
9007053;5396;72;8;2;TO_DATE('2013-07-23','YYYY-MM-DD');82222;
5546086;4937;72;9;4;TO_DATE('2013-11-02','YYYY-MM-DD');24107;
7021703;5340;22;30;9;TO_DATE('2013-10-27','YYYY-MM-DD');221317;
5572362;4810;32;30;7;TO_DATE('2013-08-18','YYYY-MM-DD');83576;
2226245;5977;52;25;3;TO_DATE('2014-01-24','YYYY-MM-DD');26265;
4661143;5081;56;21;6;TO_DATE('2013-06-25','YYYY-MM-DD');77487;
9189403;5272;68;5;10;TO_DATE('2014-03-24','YYYY-MM-DD');221255;
7489618;5841;22;23;10;TO_DATE('2013-06-14','YYYY-MM-DD');91871;
9036716;6188;8;25;18;TO_DATE('2013-10-30','YYYY-MM-DD');54344;
4591921;5801;2;15;3;TO_DATE('2013-08-14','YYYY-MM-DD');213358;
8374101;5794;34;27;20;TO_DATE('2013-10-17','YYYY-MM-DD');160418;
7032871;5600;72;1;19;TO_DATE('2013-05-26','YYYY-MM-DD');123734;
6408741;5021;53;24;11;TO_DATE('2014-01-26','YYYY-MM-DD');194610;
7330249;5922;46;17;4;TO_DATE('2013-12-15','YYYY-MM-DD');284067;
5684253;4874;60;12;10;TO_DATE('2013-08-10','YYYY-MM-DD');284668;
5252095;6348;61;29;9;TO_DATE('2013-07-12','YYYY-MM-DD');149963;
5556425;6189;68;3;11;TO_DATE('2013-12-01','YYYY-MM-DD');295957;
1470379;6425;70;1;20;TO_DATE('2013-10-17','YYYY-MM-DD');148936;
7762049;6365;68;8;1;TO_DATE('2013-05-23','YYYY-MM-DD');210748;
3955642;5118;68;2;12;TO_DATE('2014-04-14','YYYY-MM-DD');67050;
4755685;5547;43;18;10;TO_DATE('2014-01-22','YYYY-MM-DD');174762;
3771303;5578;71;7;4;TO_DATE('2014-01-26','YYYY-MM-DD');97473;
5844012;4851;24;14;13;TO_DATE('2014-01-26','YYYY-MM-DD');112000;
1603961;4732;67;2;9;TO_DATE('2013-08-15','YYYY-MM-DD');209072;
3405686;4566;10;25;11;TO_DATE('2013-07-16','YYYY-MM-DD');230295;
5236669;4891;52;25;12;TO_DATE('2013-07-28','YYYY-MM-DD');50584;
548982;5308;71;6;8;TO_DATE('2014-02-20','YYYY-MM-DD');129155;
8140272;4901;58;17;4;TO_DATE('2013-09-14','YYYY-MM-DD');189123;
882042;5765;55;27;18;TO_DATE('2013-06-30','YYYY-MM-DD');257973;
5647841;6258;69;5;2;TO_DATE('2013-10-31','YYYY-MM-DD');125554;
909518;5985;69;6;5;TO_DATE('2013-06-21','YYYY-MM-DD');168100;
5080820;4588;68;4;20;TO_DATE('2013-08-31','YYYY-MM-DD');237281;
9214166;6014;10;21;12;TO_DATE('2013-09-06','YYYY-MM-DD');99913;
5195230;4794;50;21;13;TO_DATE('2014-03-02','YYYY-MM-DD');85333;
9130688;6083;33;21;10;TO_DATE('2013-08-21','YYYY-MM-DD');85262;
4735723;4530;70;4;2;TO_DATE('2013-08-29','YYYY-MM-DD');105750;
5715753;6485;69;5;1;TO_DATE('2013-08-23','YYYY-MM-DD');287149;
9595056;5119;72;3;15;TO_DATE('2013-09-24','YYYY-MM-DD');255236;
1979304;5095;72;4;3;TO_DATE('2013-12-14','YYYY-MM-DD');233718;
1979621;6162;47;24;1;TO_DATE('2013-08-18','YYYY-MM-DD');231693;
9245758;5071;55;20;8;TO_DATE('2013-08-24','YYYY-MM-DD');275424;
4691418;6156;26;26;8;TO_DATE('2014-01-25','YYYY-MM-DD');191506;
7836003;4579;16;29;1;TO_DATE('2014-01-14','YYYY-MM-DD');286867;
7798156;5896;61;13;10;TO_DATE('2013-04-30','YYYY-MM-DD');46020;
3970932;5179;56;21;18;TO_DATE('2013-12-22','YYYY-MM-DD');125095;
2092201;5255;6;18;13;TO_DATE('2013-12-29','YYYY-MM-DD');29790;
635978;5839;59;19;12;TO_DATE('2013-10-09','YYYY-MM-DD');137918;
351976;6126;4;17;16;TO_DATE('2014-02-16','YYYY-MM-DD');68601;
9339528;5194;67;3;10;TO_DATE('2013-11-21','YYYY-MM-DD');64619;
6870982;4550;5;19;2;TO_DATE('2013-08-30','YYYY-MM-DD');217965;
4311162;6003;68;5;3;TO_DATE('2013-10-30','YYYY-MM-DD');130640;
5235879;4661;72;3;12;TO_DATE('2013-05-16','YYYY-MM-DD');148220;
7427471;5986;69;5;5;TO_DATE('2013-05-19','YYYY-MM-DD');150664;
6109132;6126;38;28;18;TO_DATE('2013-08-13','YYYY-MM-DD');53888;
6508121;4580;64;28;2;TO_DATE('2013-10-27','YYYY-MM-DD');17131;
5900725;5425;58;28;9;TO_DATE('2014-02-28','YYYY-MM-DD');143922;
1592529;4805;66;17;7;TO_DATE('2013-07-23','YYYY-MM-DD');158071;
2213684;6445;29;18;13;TO_DATE('2014-01-03','YYYY-MM-DD');11215;
3065590;5246;72;3;18;TO_DATE('2013-10-11','YYYY-MM-DD');174434;
8109113;4932;67;4;20;TO_DATE('2013-05-25','YYYY-MM-DD');19832;
49339;5233;72;7;10;TO_DATE('2014-02-09','YYYY-MM-DD');13895;
9527000;5731;72;5;5;TO_DATE('2014-02-24','YYYY-MM-DD');23952;
6606330;6088;55;16;3;TO_DATE('2013-07-28','YYYY-MM-DD');150654;
4682918;6027;67;10;16;TO_DATE('2014-03-28','YYYY-MM-DD');62696;
3010402;5256;10;16;13;TO_DATE('2014-02-24','YYYY-MM-DD');225102;
3066973;6343;72;4;7;TO_DATE('2013-08-10','YYYY-MM-DD');240286;
3307974;5795;59;23;20;TO_DATE('2013-12-05','YYYY-MM-DD');233616;
1768460;5340;25;11;10;TO_DATE('2013-10-12','YYYY-MM-DD');10292;
2554526;6393;64;27;2;TO_DATE('2014-01-30','YYYY-MM-DD');186531;
8171967;4924;60;20;1;TO_DATE('2013-07-23','YYYY-MM-DD');133875;
4046357;6400;69;1;14;TO_DATE('2014-02-18','YYYY-MM-DD');217818;
7780575;6121;14;15;18;TO_DATE('2013-07-28','YYYY-MM-DD');255165;
899859;6018;67;9;5;TO_DATE('2013-07-19','YYYY-MM-DD');121310;
9889270;5423;62;16;3;TO_DATE('2013-05-13','YYYY-MM-DD');269461;
6040344;6472;53;17;12;TO_DATE('2013-04-24','YYYY-MM-DD');192706;
1477282;6066;59;29;15;TO_DATE('2014-04-07','YYYY-MM-DD');296627;
3855971;6225;59;23;15;TO_DATE('2014-01-10','YYYY-MM-DD');269040;
3010093;5312;3;29;8;TO_DATE('2013-10-25','YYYY-MM-DD');264711;
6288455;5675;68;2;11;TO_DATE('2014-01-11','YYYY-MM-DD');267918;
2713334;5391;68;10;5;TO_DATE('2014-02-07','YYYY-MM-DD');165659;
2809622;5508;26;25;4;TO_DATE('2014-03-17','YYYY-MM-DD');93887;
9525574;4906;54;11;13;TO_DATE('2014-03-09','YYYY-MM-DD');11293;
732898;5141;15;29;2;TO_DATE('2014-02-28','YYYY-MM-DD');132385;
4775969;5548;51;18;1;TO_DATE('2014-04-17','YYYY-MM-DD');231840;
6792750;5307;8;23;19;TO_DATE('2013-12-30','YYYY-MM-DD');145488;
4277753;4931;55;26;6;TO_DATE('2013-08-21','YYYY-MM-DD');72266;
7537901;5439;71;2;6;TO_DATE('2013-06-01','YYYY-MM-DD');55442;
1915688;4825;5;20;3;TO_DATE('2013-06-25','YYYY-MM-DD');290556;
8180969;5961;70;2;16;TO_DATE('2014-01-01','YYYY-MM-DD');195990;
2805629;4776;72;3;9;TO_DATE('2013-10-08','YYYY-MM-DD');92426;
3708415;5642;70;10;10;TO_DATE('2014-02-18','YYYY-MM-DD');165492;
5878525;5380;57;13;10;TO_DATE('2014-02-08','YYYY-MM-DD');39889;
5829060;4971;2;24;20;TO_DATE('2014-04-14','YYYY-MM-DD');162452;
7579831;6030;26;16;1;TO_DATE('2014-03-23','YYYY-MM-DD');259951;
5694002;5379;65;30;3;TO_DATE('2013-09-13','YYYY-MM-DD');274424;
343149;5975;72;3;10;TO_DATE('2013-11-28','YYYY-MM-DD');155233;
6998336;5948;53;25;7;TO_DATE('2014-03-29','YYYY-MM-DD');97752;
3916236;5175;72;5;12;TO_DATE('2014-01-20','YYYY-MM-DD');174775;
5978339;5509;58;22;17;TO_DATE('2014-04-19','YYYY-MM-DD');194634;
1714210;6495;72;5;5;TO_DATE('2013-12-04','YYYY-MM-DD');86013;
9108037;6351;4;25;4;TO_DATE('2014-02-13','YYYY-MM-DD');95760;
1697515;5028;36;18;10;TO_DATE('2013-10-24','YYYY-MM-DD');240726;
1073231;5478;69;10;15;TO_DATE('2013-07-25','YYYY-MM-DD');74275;
2723699;6259;52;12;16;TO_DATE('2013-09-04','YYYY-MM-DD');221471;
7762476;5605;70;9;8;TO_DATE('2013-05-09','YYYY-MM-DD');28715;
6838172;4974;62;20;8;TO_DATE('2013-06-20','YYYY-MM-DD');254454;
7949806;5576;58;27;9;TO_DATE('2013-07-28','YYYY-MM-DD');91344;
5098338;5949;57;12;2;TO_DATE('2013-07-11','YYYY-MM-DD');251035;
4795845;6472;51;20;2;TO_DATE('2014-02-13','YYYY-MM-DD');278801;
5976834;4620;55;22;6;TO_DATE('2013-08-12','YYYY-MM-DD');174317;
9551750;5882;68;7;12;TO_DATE('2013-10-12','YYYY-MM-DD');192260;
9938153;5700;24;30;12;TO_DATE('2013-06-22','YYYY-MM-DD');127506;
9818448;5633;37;15;7;TO_DATE('2013-10-04','YYYY-MM-DD');61994;
3492708;4735;6;25;3;TO_DATE('2014-04-01','YYYY-MM-DD');11078;
1003653;6470;29;26;4;TO_DATE('2013-07-19','YYYY-MM-DD');270536;
2128812;6319;64;23;9;TO_DATE('2014-04-02','YYYY-MM-DD');256057;
9458106;5959;53;14;10;TO_DATE('2013-10-12','YYYY-MM-DD');226115;
1813839;5066;60;21;3;TO_DATE('2013-07-02','YYYY-MM-DD');211050;
2578901;6016;71;10;8;TO_DATE('2014-01-22','YYYY-MM-DD');47455;
4981272;6342;67;10;19;TO_DATE('2013-06-01','YYYY-MM-DD');226037;
102982;5078;69;2;8;TO_DATE('2013-09-08','YYYY-MM-DD');266106;
3855906;5440;71;9;19;TO_DATE('2013-11-11','YYYY-MM-DD');186076;
3362696;4815;64;27;16;TO_DATE('2014-01-21','YYYY-MM-DD');182804;
6453616;5058;68;3;2;TO_DATE('2014-02-11','YYYY-MM-DD');276160;
3178204;6465;56;14;1;TO_DATE('2014-02-01','YYYY-MM-DD');262308;
6365756;6422;67;2;11;TO_DATE('2014-02-18','YYYY-MM-DD');288449;
1545511;5797;65;27;17;TO_DATE('2013-09-11','YYYY-MM-DD');82611;
5600189;4774;24;29;19;TO_DATE('2013-11-12','YYYY-MM-DD');114939;
6698255;5025;70;2;19;TO_DATE('2013-11-20','YYYY-MM-DD');14700;
427762;4793;19;12;6;TO_DATE('2014-02-19','YYYY-MM-DD');60118;
508494;6058;71;4;7;TO_DATE('2013-11-09','YYYY-MM-DD');259499;
5506102;6251;69;5;9;TO_DATE('2013-08-20','YYYY-MM-DD');158246;
9094953;5684;70;9;5;TO_DATE('2013-07-15','YYYY-MM-DD');93826;
294232;5952;72;6;5;TO_DATE('2013-06-27','YYYY-MM-DD');244410;
6571591;5602;12;18;9;TO_DATE('2013-12-01','YYYY-MM-DD');176234;
6513591;5653;72;3;1;TO_DATE('2013-08-22','YYYY-MM-DD');122127;
9385745;5345;15;18;9;TO_DATE('2013-08-23','YYYY-MM-DD');195311;
6991606;5325;61;29;15;TO_DATE('2013-06-30','YYYY-MM-DD');228279;
4856106;4967;33;27;8;TO_DATE('2013-05-10','YYYY-MM-DD');246903;
8514420;5284;49;20;15;TO_DATE('2014-02-03','YYYY-MM-DD');60314;
7295111;5445;25;23;19;TO_DATE('2013-08-02','YYYY-MM-DD');120959;
121602;5266;33;25;17;TO_DATE('2014-02-12','YYYY-MM-DD');141980;
7068170;6176;68;10;7;TO_DATE('2013-09-16','YYYY-MM-DD');165056;
5856634;5448;71;9;6;TO_DATE('2013-08-28','YYYY-MM-DD');258145;
6941938;5667;68;5;12;TO_DATE('2013-12-09','YYYY-MM-DD');40956;
6954277;6130;58;17;18;TO_DATE('2013-08-25','YYYY-MM-DD');104370;
4751414;5096;60;20;11;TO_DATE('2014-02-20','YYYY-MM-DD');70687;
1446458;5214;47;18;10;TO_DATE('2014-03-15','YYYY-MM-DD');64940;
673663;5270;52;15;20;TO_DATE('2013-10-23','YYYY-MM-DD');220220;
9845159;6203;42;18;11;TO_DATE('2013-11-15','YYYY-MM-DD');91862;
9363735;5744;70;9;7;TO_DATE('2013-04-22','YYYY-MM-DD');127996;
1012950;5148;71;6;4;TO_DATE('2013-08-11','YYYY-MM-DD');171633;
3885690;5089;52;26;6;TO_DATE('2014-01-08','YYYY-MM-DD');50766;
815180;4916;4;24;3;TO_DATE('2014-04-13','YYYY-MM-DD');274228;
1358247;5992;10;26;15;TO_DATE('2013-08-20','YYYY-MM-DD');152366;
7471593;5213;34;26;18;TO_DATE('2013-10-08','YYYY-MM-DD');193061;
871603;6390;48;21;14;TO_DATE('2014-01-15','YYYY-MM-DD');145585;
8700280;5125;36;13;18;TO_DATE('2013-12-31','YYYY-MM-DD');35797;
4910166;5098;69;2;7;TO_DATE('2013-12-03','YYYY-MM-DD');161744;
6916584;5666;58;27;12;TO_DATE('2013-12-27','YYYY-MM-DD');219091;
2650904;6005;70;10;3;TO_DATE('2013-05-09','YYYY-MM-DD');241985;
6984938;5047;71;2;11;TO_DATE('2013-05-30','YYYY-MM-DD');172408;
1306234;5432;35;22;9;TO_DATE('2014-02-14','YYYY-MM-DD');117742;
3667969;4854;66;18;9;TO_DATE('2013-07-26','YYYY-MM-DD');236516;
4770614;4743;5;17;12;TO_DATE('2014-02-23','YYYY-MM-DD');290370;
152555;5021;60;23;1;TO_DATE('2014-02-21','YYYY-MM-DD');215346;
7695333;4815;56;24;5;TO_DATE('2014-03-27','YYYY-MM-DD');208001;
5757920;4518;62;14;9;TO_DATE('2013-07-28','YYYY-MM-DD');186214;
4749127;6435;54;14;8;TO_DATE('2014-04-12','YYYY-MM-DD');63058;
2051040;5454;58;30;7;TO_DATE('2014-04-17','YYYY-MM-DD');70507;
6402771;6491;38;15;19;TO_DATE('2014-01-20','YYYY-MM-DD');157847;
3530136;5051;54;12;11;TO_DATE('2013-11-18','YYYY-MM-DD');115185;
4608115;5765;64;28;17;TO_DATE('2014-03-15','YYYY-MM-DD');169762;
5908019;4823;68;2;15;TO_DATE('2013-12-09','YYYY-MM-DD');52835;
8742092;5003;32;30;7;TO_DATE('2013-08-17','YYYY-MM-DD');226747;
6994816;5192;54;11;17;TO_DATE('2013-10-12','YYYY-MM-DD');143655;
8669933;4931;64;30;13;TO_DATE('2014-03-28','YYYY-MM-DD');138855;
4373080;4889;68;3;12;TO_DATE('2014-01-01','YYYY-MM-DD');207839;
4136857;6366;69;1;5;TO_DATE('2013-07-20','YYYY-MM-DD');67151;
8413104;6114;52;12;17;TO_DATE('2013-11-29','YYYY-MM-DD');141058;
3665071;6218;18;17;18;TO_DATE('2013-06-07','YYYY-MM-DD');136457;
1531350;5427;56;18;13;TO_DATE('2014-03-10','YYYY-MM-DD');130923;
5778216;5232;57;15;13;TO_DATE('2014-04-04','YYYY-MM-DD');243868;
3271966;4637;55;22;5;TO_DATE('2013-06-22','YYYY-MM-DD');58933;
7149516;6486;67;8;18;TO_DATE('2013-11-11','YYYY-MM-DD');46309;
7985076;5263;62;23;15;TO_DATE('2014-04-17','YYYY-MM-DD');156514;
1592454;6032;54;24;15;TO_DATE('2013-07-15','YYYY-MM-DD');35936;
6617635;6289;67;2;19;TO_DATE('2013-07-03','YYYY-MM-DD');288938;
748317;6152;53;13;6;TO_DATE('2014-03-10','YYYY-MM-DD');262434;
229046;6145;38;19;19;TO_DATE('2013-12-21','YYYY-MM-DD');15116;
9292729;6247;67;8;18;TO_DATE('2013-09-19','YYYY-MM-DD');217701;
2876315;6475;12;27;16;TO_DATE('2013-08-30','YYYY-MM-DD');41538;
6612224;5391;67;6;6;TO_DATE('2014-01-02','YYYY-MM-DD');160166;
3223098;5730;28;15;15;TO_DATE('2013-06-19','YYYY-MM-DD');97566;
6611699;6471;60;16;16;TO_DATE('2013-09-02','YYYY-MM-DD');13658;
5742975;5778;72;6;20;TO_DATE('2013-06-10','YYYY-MM-DD');47324;
8765083;5797;64;22;6;TO_DATE('2013-10-08','YYYY-MM-DD');44878;
4871429;4799;39;22;4;TO_DATE('2014-03-03','YYYY-MM-DD');293517;
3295842;5538;59;15;19;TO_DATE('2013-11-18','YYYY-MM-DD');35047;
1815612;5742;43;27;3;TO_DATE('2013-12-08','YYYY-MM-DD');141496;
5212723;6212;59;26;6;TO_DATE('2013-10-28','YYYY-MM-DD');15375;
5956951;4835;63;13;6;TO_DATE('2013-10-15','YYYY-MM-DD');13356;
8216115;5016;63;30;8;TO_DATE('2013-08-30','YYYY-MM-DD');258881;
6749178;4875;53;29;13;TO_DATE('2013-05-04','YYYY-MM-DD');142178;
7394167;4546;68;5;6;TO_DATE('2013-05-21','YYYY-MM-DD');37473;
9595387;5889;69;9;9;TO_DATE('2013-09-11','YYYY-MM-DD');186854;
562809;5223;13;26;4;TO_DATE('2013-10-04','YYYY-MM-DD');298783;
2574296;5649;46;16;6;TO_DATE('2013-04-27','YYYY-MM-DD');226998;
394362;4937;72;9;17;TO_DATE('2014-04-04','YYYY-MM-DD');122245;
6273522;4782;2;25;4;TO_DATE('2014-03-27','YYYY-MM-DD');197772;
3963335;5905;67;10;5;TO_DATE('2013-05-23','YYYY-MM-DD');254508;
2567911;5456;23;17;6;TO_DATE('2014-02-11','YYYY-MM-DD');225923;
434664;5986;67;3;1;TO_DATE('2013-07-04','YYYY-MM-DD');264448;
8148995;5204;71;8;13;TO_DATE('2013-06-26','YYYY-MM-DD');10121;
4555114;4524;69;5;12;TO_DATE('2014-02-11','YYYY-MM-DD');135747;
7353288;4736;18;16;8;TO_DATE('2013-11-12','YYYY-MM-DD');126112;
8286221;4781;71;8;16;TO_DATE('2014-03-26','YYYY-MM-DD');116896;
4095626;5983;3;11;15;TO_DATE('2014-01-18','YYYY-MM-DD');52992;
4303895;4776;70;6;17;TO_DATE('2013-09-16','YYYY-MM-DD');180870;
8487391;4861;72;2;2;TO_DATE('2013-05-13','YYYY-MM-DD');258061;
7315886;5536;33;11;20;TO_DATE('2014-04-12','YYYY-MM-DD');32468;
6590957;4927;62;27;9;TO_DATE('2014-03-31','YYYY-MM-DD');100719;
3503085;5877;67;4;12;TO_DATE('2014-03-16','YYYY-MM-DD');224966;
3213048;4767;56;30;10;TO_DATE('2013-04-23','YYYY-MM-DD');109994;
2487278;6082;51;26;7;TO_DATE('2013-05-06','YYYY-MM-DD');260842;
4123418;5218;72;1;17;TO_DATE('2013-09-04','YYYY-MM-DD');50350;
8518518;5407;28;28;16;TO_DATE('2014-01-13','YYYY-MM-DD');67809;
6892162;5743;70;9;2;TO_DATE('2013-09-01','YYYY-MM-DD');39810;
1542805;5428;37;21;14;TO_DATE('2014-02-01','YYYY-MM-DD');115354;
538526;4596;72;9;17;TO_DATE('2013-08-02','YYYY-MM-DD');195728;
853357;6338;17;17;1;TO_DATE('2013-10-05','YYYY-MM-DD');65451;
7100517;5351;1;26;10;TO_DATE('2013-10-13','YYYY-MM-DD');161557;
8022539;6217;54;19;5;TO_DATE('2014-01-06','YYYY-MM-DD');72949;
6304604;6419;28;20;9;TO_DATE('2013-10-28','YYYY-MM-DD');251514;
2644701;5635;64;14;8;TO_DATE('2014-03-14','YYYY-MM-DD');202061;
9702226;5015;68;1;10;TO_DATE('2014-04-06','YYYY-MM-DD');157815;
